Days Inventory,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.53,0,0,0,15.28,0,0,0,14.85,0,0,0,14.05,28.32,29.71,28.92,29.34,27.26,24.53,28.33,30.24,27.75,25.47,31.18,32.86,32.77,30.74,32.42,32.99,32.53,32.88,33.2,32.02,32.48,30.45,35.32,35.96,36.19,43.57,37.56,32.46,28.57,28.61,31.24,28.95,15.18,14.56,38.81,30.97,31.25,29.31,31.11,31.58,32.79,33.82,32.92,33.87,32.9,32.21,34.59,35.96,35.31,33.89,36.11,35.62,33.54,32.65,33.55,33.93,34.85,33.55,38.09,38.48,37.41,37,39.41
Cash Conversion Cycle,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.51,0,0,0,-2.04,0,29.97,0,5.71,0,36.75,0,1.56,18.28,21.75,17.46,13.84,15.97,15,14.7,16.4,18.97,14.25,16.97,16.97,20.92,21.44,21.23,21.12,23.81,22.14,22.05,22.41,23.83,22.04,25.57,26.25,31.9,46.69,32.85,31.73,28.81,21.94,27.12,26.82,15.18,90.8,41.06,18.05,28.43,85.78,89.12,93.11,106.79,104.4,100.64,99.78,106.81,100.8,102.74,105.13,108.16,103.21,108.73,99.96,100.48,97.36,96.18,96.44,107.11,97.55,109.19,108.69,107.51,101.26,109.47
Inventory Turnover,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,5.97,0,0,0,6.15,0,0,0,6.49,3.22,3.07,3.16,3.11,3.35,3.72,3.22,3.02,3.29,3.58,2.93,2.78,2.78,2.97,2.81,2.77,2.81,2.78,2.75,2.85,2.81,3,2.58,2.54,2.52,2.09,2.43,2.81,3.19,3.19,2.92,3.15,6.01,6.27,2.35,2.95,2.92,3.11,2.93,2.89,2.78,2.7,2.77,2.69,2.77,2.83,2.64,2.54,2.58,2.69,2.53,2.56,2.72,2.79,2.72,2.69,2.62,2.72,2.4,2.37,2.44,2.47,2.32
COGS-to-Revenue,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0.73,0,0,0,0.79,0,0,0,0.79,0.76,0.85,0.79,0.79,0.79,0.84,0.79,0.8,0.81,0.81,0.8,0.8,0.8,0.81,0.8,0.8,0.8,0.8,0.8,0.82,0.81,0.84,0.83,0.86,0.94,1.02,0.93,0.89,0.86,0.86,0.85,0.88,0.88,0.88,0.91,0.89,0.87,0.87,0.85,0.85,0.86,0.82,0.8,0.81,0.81,0.81,0.8,0.8,0.8,0.81,0.8,0.78,0.8,0.8,0.8,0.82,0.84,0.83,0.82,0.82,0.81,0.8,0.81
Inventory-to-Revenue,-,0,0,0,0.067,0.08,0,0,0.082,0.069,0,0,0.079,0.073,0,0,0.1,0.071,0,0,0.1,0.076,0,0,0.098,0.061,0,0,0,0,0.088,0.101,0,0,0.077,0.089,0,0,0.126,0.126,0,0,0.107,0.122,0.131,0.121,0.125,0.123,0.122,0.149,0.113,0.128,0.129,0.142,0.133,0.124,0.122,0.235,0.277,0.252,0.253,0.236,0.226,0.244,0.264,0.247,0.226,0.275,0.288,0.289,0.274,0.286,0.29,0.287,0.288,0.293,0.287,0.289,0.28,0.322,0.34,0.372,0.488,0.381,0.315,0.27,0.27,0.291,0.28,0.146,0.14,0.388,0.301,0.299,0.278,0.29,0.293,0.311,0.304,0.29,0.301,0.293,0.286,0.302,0.316,0.309,0.301,0.315,0.305,0.295,0.288,0.295,0.305,0.322,0.305,0.341,0.346,0.334,0.325,0.351
Revenue,-,"15,115.34","14,157.60","14,168.87","17,280.55","14,540.13","15,118.93","15,503.94","13,478.38","16,045.56","16,290.79","20,258.26","18,250.85","19,969.10","19,711.39","20,203.55","16,658.66","23,332.09","24,002.96","23,415.05","18,178.71","23,864.87","24,123.55","23,193.32","19,918.89","31,976.58","31,734.56","25,358.92","24,803.53","25,604.17","28,380.75","24,875.53","25,015.07","25,131.15","29,556.62","25,558.12","24,151.45","22,569.02","22,438.82","22,406.26","23,025.83","26,826.56","29,596.06","25,839.43","29,128.86","31,561.99","28,849.59","29,257.85","29,614.07","24,264.44","32,441.76","28,592.41","28,249.96","25,761.25","27,533.42","29,615.72","31,205.44","34,360.20","30,752.95","34,547.95","35,902.92","40,662.76","43,782.65","41,187.91","39,815.05","44,657.89","52,719.88","45,798.13","44,640.21","45,092.37","49,181.84","49,249.40","49,738.79","52,387.29","53,591.15","53,173.65","56,447.02","59,871.91","64,521.40","58,131.40","56,066.49","52,619.48","36,138.39","39,704.98","49,757.06","58,841.99","58,208.41","53,650.97","56,979.99","56,074.49","56,855.52","42,785.35","59,571.98","62,537.42","69,150.11","69,363.41","69,197.67","63,476.79","61,592.13","64,331.97","63,321.90","63,648.21","64,192.05","62,615.19","61,018.07","60,088.99","59,129.84","56,480.17","59,125.94","60,343.50","61,734.20","62,544.44","63,677.99","61,071.58","65,911.30","63,541.12","64,486.90","67,343.13","71,501.79","66,895.14"
Cost of Goods Sold,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,368.98",0,0,0,"21,668.07",0,0,0,"22,435.19",0,0,0,"24,674.91","26,021.80","26,162.93","27,423.79","28,226.57","32,098.61","36,779.89","32,398.77","31,674.31","36,299.98","42,599.35","36,828.42","35,694.42","36,289.65","39,953.97","39,638.11","39,922.94","42,126.16","42,886.86","42,792.89","46,209.97","48,675.00","54,087.02","48,394.27","48,427.18","49,384.43","36,922.34","36,773.10","44,087.84","50,704.38","50,112.03","45,614.66","50,281.14","49,137.09","50,053.38","39,003.19","52,765.65","54,689.15","59,962.81","58,914.71","58,584.32","54,875.62","50,570.90","51,650.67","51,409.45","51,683.68","52,094.86","49,921.91","48,893.05","47,918.46","47,978.45","44,917.78","46,196.29","48,398.42","49,684.77","50,110.88","52,183.15","51,446.25","54,695.44","51,869.54","52,926.80","54,879.78","57,285.28","54,406.18"
Gross Profit,-,"15,115.34","14,157.60","14,168.87","17,280.55","14,540.13","15,118.93","15,503.94","13,478.38","16,045.56","16,290.79","20,258.26","18,250.85","19,969.10","19,711.39","20,203.55","16,658.66","23,332.09","24,002.96","23,415.05","18,178.71","23,864.87","24,123.55","23,193.32","19,918.89","31,976.58","31,734.56","25,358.92","24,803.53","25,604.17","28,380.75","24,875.53","25,015.07","25,131.15","29,556.62","25,558.12","24,151.45","22,569.02","22,438.82","22,406.26","23,025.83","26,826.56","29,596.06","25,839.43","6,759.88","31,561.99","28,849.59","29,257.85","7,946.00","24,264.44","32,441.76","28,592.41","5,814.78","25,761.25","27,533.42","29,615.72","6,530.53","8,338.40","4,590.02","7,124.15","7,676.35","8,564.14","7,002.76","8,789.14","8,140.74","8,357.91","10,120.54","8,969.71","8,945.79","8,802.72","9,227.87","9,611.30","9,815.85","10,261.14","10,704.29","10,380.76","10,237.06","11,196.91","10,434.38","9,737.13","7,639.31","3,235.05",-783.956,"2,931.88","5,669.22","8,137.61","8,096.38","8,036.32","6,698.86","6,937.40","6,802.15","3,782.15","6,806.33","7,848.28","9,187.30","10,448.70","10,613.36","8,601.17","11,021.23","12,681.30","11,912.46","11,964.54","12,097.19","12,693.28","12,125.02","12,170.53","11,151.38","11,562.39","12,929.66","11,945.08","12,049.43","12,433.56","11,494.85","9,625.33","11,215.85","11,671.58","11,560.10","12,463.35","14,216.51","12,488.96"
"Selling, General, & Admin. Expense",-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,063.47",0,0,0,"4,527.13",0,0,0,"3,672.38",0,0,0,"3,723.55","5,224.05","2,864.45","4,247.77","4,325.29","4,839.48","2,367.98","4,692.71","4,463.21","4,290.64","5,873.04","5,245.76","5,314.43","4,725.89","4,211.68","5,135.35","4,861.60","5,364.44","5,875.45","4,874.67","5,047.17","5,829.55","6,559.53","5,878.08","6,049.09","7,185.21","6,190.94","4,948.79","5,033.73","6,035.25","7,046.22","5,705.38","5,377.60","5,748.62","6,237.66","5,124.54","5,824.64","5,924.24","6,295.00","5,996.30","6,254.16","7,112.25","5,720.18","5,858.83","5,944.39","6,160.28","7,835.61","5,906.02","5,988.52","5,777.15","5,870.92","5,451.74","6,043.09","6,007.10","7,194.29","6,337.46","6,831.70","5,844.35","7,328.73","6,493.76","6,845.66","6,498.75","8,278.79","6,286.31"
Research & Development,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Operating Expense,-,0,0,0,"52,565.59",0,0,0,"55,685.09",0,0,0,"67,042.90",0,0,0,"78,426.41",0,0,0,"93,018.58",0,0,0,"89,916.18",0,0,0,0,0,"98,907.95",0,0,0,"94,144.47",0,0,0,"84,068.56",0,0,0,"99,287.81",0,0,0,"109,295.18",0,"1,885.54",0,"103,424.44",0,-1.007,0,"100,635.86",0,-1.005,0,0,0,-0.971,0.995,0,0,0,0.988,-0.975,0,0,0,0,0,1.007,-2.029,0,0,-0.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Income,-,"15,115.34","14,157.60","14,168.87","-35,285.04","14,540.13","15,118.93","15,503.94","-42,206.71","16,045.56","16,290.79","20,258.26","-48,792.05","19,969.10","19,711.39","20,203.55","-61,767.74","23,332.09","24,002.96","23,415.05","-74,839.87","23,864.87","24,123.55","23,193.32","-69,997.30","31,976.58","31,734.56","25,358.92","24,803.53","25,604.17","-70,527.20","24,875.53","25,015.07","25,131.15","-64,587.85","25,558.12","24,151.45","22,569.02","-61,629.75","22,406.26","23,025.83","26,826.56","-69,691.75","25,839.43","1,696.41","31,561.99","-80,445.58","29,257.85","1,533.33","24,264.44","-70,982.68","28,592.41","2,143.40","25,761.25","-73,102.44","29,615.72","2,807.99","3,114.35","1,725.57","2,876.38","3,352.03","3,723.67","4,634.78","4,096.43","3,677.53","4,066.28","4,248.47","3,723.95","3,631.36","4,076.83","5,016.19","4,475.95","4,953.24","4,898.72","4,828.84","5,506.09","5,190.89","5,367.36","3,874.85","3,859.05","1,590.22","-3,950.16","-6,974.89","-2,016.91",635.488,"2,102.36","1,050.16","2,330.94","1,321.25","1,188.78",564.491,"-1,342.39",981.696,"1,924.04","2,892.30","4,452.40","4,359.20","1,488.92","5,301.06","6,822.47","5,968.07","5,804.26","4,261.58","6,787.27","6,136.50","6,393.39","5,280.46","6,110.65","6,886.56","5,937.98","4,855.15","6,096.10","4,663.15","3,780.98","3,887.13","5,177.83","4,714.44","5,964.60","5,937.72","6,202.65"
  Interest Income,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.012,342.464,444.832,198.815,235.731,188.354,239.386,184.355,313.339,208.933,320.744,220.008,403.825,236.081,374.193,244.295,436.688,254.085,357.284,150.332,392.482,201.26,342.142,213.818,455.435,247.241,367.967,250.609,431.027,247.279,427.714,201.901,538.78,225.899,430.093,259.829,601.907,234.726,494.942,291.192,798.519
  Interest Expense,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-134.247,-117.035,-132.227,-81.621,-91.084,-113.558,-80.488,-77.208,-78.497,-108.942,-77.888,-79.721,-66.906,-83.364,-39.166,-98.125,-76.101,-86.504,-73.875,-42.018,-47.144,-51.95,-53.963,-42.105,-38.349,-51.71,-61.245,-50.617,-35.532,-127.027,-79.286,-54.024,-46.73,-60.815,-73.062,-86.48,-39.562,-82.626,-57.623,-71.072,-31.246
Net Interest Income,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.765,225.429,312.605,117.194,144.647,74.796,158.898,107.147,234.842,99.992,242.856,140.287,336.919,152.717,335.027,146.17,360.587,167.581,283.409,108.315,345.339,149.31,288.179,171.713,417.086,195.53,306.721,199.993,395.494,120.252,348.428,147.877,492.051,165.084,357.032,173.349,562.345,152.1,437.319,220.12,767.273
Other Income (Expense),-,"-15,115.34","-14,157.60","-14,168.87","35,285.04","-14,540.13","-15,118.93","-15,503.94","42,206.71","-16,045.56","-16,290.79","-20,258.26","48,792.05","-19,969.10","-19,711.39","-20,203.55","61,767.74","-23,332.09","-24,002.96","-23,415.05","74,839.87","-23,864.87","-24,123.55","-23,193.32","69,997.30","-31,976.58","-31,734.56","-25,358.92","-24,803.53","-25,604.17","70,527.20","-24,875.53","-25,015.07","-25,131.15","64,587.85","-25,558.12","-24,151.45","-22,569.02","61,629.75","-22,406.26","-23,025.83","-26,826.56","69,691.75","-25,839.43",-87.317,"-31,561.99","80,445.58","-29,257.85","1,014.13","-24,264.44","70,982.68","-28,592.41",-342.46,"-25,761.25","73,102.44","-29,615.72",154.771,9.745,-289.013,257.073,290.425,"-7,707.13","15,370.92",199.753,221.911,234.251,139.042,154.017,267.252,"1,334.02","6,617.48",368.666,259.796,351.068,253.304,518.988,230.551,456.226,249.35,120.694,-94.478,546.469,"-2,490.10",438.651,117.25,238.853,270.845,330.551,108.788,124.302,-195.892,4.165,-104.042,293.766,-180.632,421.861,328.059,-205.93,-367.025,279.745,125.562,470.056,-342.996,357.907,531.763,393.737,"-1,018.51",325.966,-99.544,107.814,-305.769,-161.479,78.991,927.058,-254.542,384.82,304.479,247.068,-336.672,424.554
  Other Income (Minority Interest),-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.935,0,0,0,-29.351,0,0,0,-7.051,0,0,0,-39.195,-58.467,42.684,-111.331,-81.591,-135.37,-88.698,-149.07,-89.964,-163.086,-221.562,-143.817,-137.706,-245.268,-207.989,-78.929,-110.766,-128.86,-107.289,-205.788,-137.732,-199.785,-142.574,-185.128,-79.831,162.005,386.204,96.704,-3.856,-159.743,-323.845,-221.527,-198.774,-206.953,-38.838,-21.125,-300.186,-267.094,-475.494,-394.414,-358.302,-264.577,-420.713,-429.65,-229.17,-338.585,-674.09,-288.136,-234.907,-297.193,-369.294,-257.116,-254.046,-291.092,-210.543,-254.065,-167.668,-174.951,-281.181,-168.563,-207.13,-255.329,-204.108,-244.676
Pre-Tax Income,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,609.09",0,0,0,"2,547.46",0,0,0,"1,800.94",0,0,0,"2,962.76","3,124.10","1,436.56","3,133.45","3,642.45","-3,983.46","20,005.70","4,296.18","3,899.44","4,300.53","4,387.51","3,877.96","3,898.61","5,410.85","11,633.67","4,844.61","5,213.03","5,249.79","5,082.14","6,025.08","5,421.44","5,823.59","4,124.20","4,237.51","1,721.17","-3,091.09","-9,347.80","-1,433.62",827.534,"2,500.11","1,428.15","2,896.33","1,530.03","1,555.94",508.886,"-1,001.31","1,030.37","2,552.83","2,857.84","5,234.85","4,854.84","1,566.40","5,042.35","7,447.56","6,242.94","6,562.50","4,090.30","7,562.26","6,863.80","7,093.85","4,461.94","6,832.11","6,907.27","6,394.22","4,697.26","6,426.68","4,907.22","5,065.07","3,805.94","6,124.99","5,171.02","6,648.99","5,821.17","7,394.48"
Tax Provision,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-665.516,0,0,0,"-1,160.88",0,0,0,-837.014,0,0,0,"-1,217.06","-1,292.13",-524.23,"-1,322.81","-1,353.05","-1,545.81","-1,904.89","-1,847.47","-1,394.44","-1,663.48","-1,428.37","-1,608.51","-1,348.50","-2,192.45","-1,802.35","-2,012.18","-1,927.32","-2,047.56","-1,704.50","-2,479.50","-1,912.27","-2,238.39","-1,331.33","-1,633.69",-789.952,"1,099.44","1,042.99",494.719,62.504,"-1,286.47",-335.63,"-1,348.46",917.54,-788.576,-578.76,536.991,-195.037,"-1,960.69","-1,672.78","-2,079.22","-1,867.68",-803.826,"-1,830.61","-2,161.05","-2,288.58","-2,008.00","-1,200.71","-2,547.18","-2,174.69","-2,481.60",-861.875,"-2,165.86","-2,067.55","-1,812.43","-1,252.49","-1,782.85","-1,641.70","-1,468.30",-917.988,"-1,671.55","-1,704.78",849.456,"-2,132.05","-2,236.55"
Tax Rate %,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.36,0,0,0,45.57,0,0,0,46.48,0,0,0,41.08,41.36,36.49,42.22,37.15,-38.81,9.52,43,35.76,38.68,32.56,41.48,34.59,40.52,15.49,41.53,36.97,39,33.54,41.15,35.27,38.44,32.28,38.55,45.9,35.57,11.16,34.51,-7.55,51.46,23.5,46.56,-59.97,50.68,113.73,53.63,18.93,76.8,58.53,39.72,38.47,51.32,36.3,29.02,36.66,30.6,29.36,33.68,31.68,34.98,19.32,31.7,29.93,28.34,26.66,27.74,33.45,28.99,24.12,27.29,32.97,-12.78,36.63,30.25
Net Income (Continuing Operations),-,652.429,611.191,611.678,745.998,697.99,725.774,744.256,647.016,574.3,583.073,"1,018.81",928.595,467.342,461.311,472.829,389.773,403.23,414.824,404.664,314.22,320.637,324.113,311.615,267.713,519.554,515.621,607.992,594.676,613.872,680.436,784.099,788.498,792.157,931.548,994.274,939.56,877.969,736.073,697.371,716.654,668.861,"1,535.60",837.066,943.577,"1,864.39",763.794,"1,370.90","1,387.59","1,381.96","1,791.73",975.61,963.925,"1,823.14",538.429,"1,682.91","1,745.70","1,773.51",912.329,"1,878.45","2,289.40","2,655.64","3,268.03","2,617.66","2,623.95","2,851.53","3,172.92","2,454.07","2,726.58","3,360.97","3,456.06","3,245.06","3,458.91","3,637.51","3,726.99","4,007.35","3,921.36","4,092.12","3,871.91","3,492.97","1,391.68","-1,965.80","-8,211.71",-902.194,243.09,"1,863.11","1,560.93","2,319.03","1,368.68","1,330.44",349.909,35.548,"1,347.39","1,307.55","1,943.18","4,055.09","3,659.27","1,457.00","3,733.79","6,211.46","4,648.37","5,417.50","3,576.51","6,047.08","5,252.91","5,325.78","4,077.73","5,481.83","5,345.43","5,453.79","3,988.20","5,498.11","4,035.73","4,369.25","3,809.50","5,695.87","4,344.06","8,594.67","4,738.01","6,216.72"
Net Income (Discontinued Operations),-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Income,-,0,0,0,0,0,0,0,0,0,0,"1,018.81",928.595,467.342,461.311,472.829,389.773,403.23,414.824,404.664,314.22,320.637,324.113,311.615,267.713,519.554,515.621,607.992,594.676,613.872,680.436,784.099,788.498,792.157,931.548,994.274,939.56,877.969,736.073,697.371,716.654,668.861,"1,535.60",837.066,943.577,"1,864.39",763.794,"1,370.90","1,387.59","1,381.96","1,791.73",975.61,963.925,"1,823.14",538.429,"1,682.91","1,745.70","1,773.51",912.329,"1,878.45","2,289.40","2,655.64","3,268.03","2,617.66","2,623.95","2,851.53","3,172.92","2,454.07","2,726.58","3,360.97","3,456.06","3,245.06","3,458.91","3,637.51","3,726.99","4,007.35","3,921.36","4,092.12","3,098.14","3,307.85","1,311.85","-1,803.79","-7,825.51",-805.49,239.234,"1,703.36","1,237.08","2,097.51","1,169.91","1,123.49",311.071,14.423,"1,047.21","1,040.46","1,467.69","3,660.67","3,300.97","1,192.43","3,313.07","5,781.81","4,419.20","5,078.91","2,902.42","5,758.94","5,018.00","5,028.58","3,708.43","5,224.71","5,091.39","5,162.70","3,777.66","5,244.05","3,868.06","4,194.30","3,528.32","5,527.30","4,136.93","8,339.34","4,533.90","5,972.05"
Preferred Dividends,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS (Basic),-,0.368,0.355,0.355,0.433,0.394,0.41,0.421,0.376,0.309,0.314,0.514,0.467,0.247,0.244,0.25,0.197,0.108,0.111,0.108,0.501,0.171,0.173,0.166,0.143,0.27,0.268,0.161,0.157,0.162,0.796,0.403,0.405,0.407,0.49,0.522,0.498,0.464,0.468,0.366,0.376,0.36,0.81,0.442,0.497,0.708,0.694,0.73,0.739,0.746,0.927,0.53,0.524,0.97,0.341,0.931,0.985,0.77,0.701,1.397,1.34,1.851,1.767,1.575,1.594,1.738,1.956,1.504,1.676,2.067,2.096,2.013,2.151,2.271,2.327,2.511,2.462,2.578,1.983,2.101,0.836,-1.15,-4.983,-0.514,0.153,1.086,0.789,1.338,0.746,0.717,0.199,0.009,0.668,0.664,0.931,2.312,2.085,0.753,2.092,3.65,2.789,3.205,1.831,3.634,3.177,3.182,2.36,3.321,3.229,3.322,2.478,3.438,2.55,2.78,2.359,3.697,2.785,5.649,3.094,4.083
EPS (Diluted),-,0.368,0.355,0.355,0.433,0.394,0.41,0.421,0.376,0.309,0.314,0.514,0.467,0.247,0.244,0.25,0.197,0.108,0.111,0.108,0.501,0.171,0.173,0.166,0.143,0.27,0.268,0.161,0.157,0.162,0.796,0.403,0.405,0.407,0.49,0.522,0.498,0.464,0.468,0.366,0.376,0.36,0.81,0.442,0.497,0.708,0.694,0.73,0.739,0.746,0.927,0.53,0.524,0.97,0.341,0.931,0.985,0.77,0.701,1.397,1.34,1.851,1.767,1.575,1.594,1.738,1.954,1.504,1.676,2.066,2.095,2.012,2.15,2.269,2.325,2.509,2.459,2.578,1.983,2.1,0.835,-1.15,-4.983,-0.514,0.153,1.086,0.789,1.338,0.746,0.717,0.198,0.009,0.668,0.664,0.931,2.312,2.085,0.753,2.092,3.647,2.787,3.203,1.83,3.632,3.175,3.181,2.359,3.319,3.205,3.281,2.445,3.4,2.526,2.751,2.336,3.658,2.76,5.578,3.064,4.04
Shares Outstanding (Diluted Average),-,"1,728.92","1,728.92","1,728.92","1,728.92","1,728.92","1,728.92","1,728.92","1,683.88","1,683.88","1,683.88","1,984.00","2,000.40","1,891.20","1,891.20","1,891.20","1,968.51","1,860.58","1,860.58","1,860.58","1,860.82","1,877.65","1,877.65","1,877.65","1,878.24","1,922.22","1,922.22","1,869.07","1,869.07","1,869.07","1,875.87","1,945.25","1,945.25","1,945.25","1,897.17","1,906.15","1,885.20","1,893.26","1,570.76","1,903.78","1,903.78","1,857.57","1,889.24","1,895.00","1,897.60","1,897.60","1,874.70","1,878.08","1,874.20","1,853.43","1,863.66","1,840.39","1,837.31","1,879.79","1,733.34","1,808.33","1,805.00","1,805.00","1,516.05","1,344.93","1,805.00","1,434.41","1,985.25","1,665.24","1,710.00","1,641.02","1,670.43","1,805.00","1,805.00","1,629.11","1,621.66","1,612.29","1,620.88","1,610.79","1,592.10","1,605.21","1,598.97","1,595.46","1,571.06","1,574.90","1,570.14","1,568.18","1,567.30","1,567.96","1,568.01","1,568.01","1,568.00","1,568.00","1,567.99","1,567.92","1,567.92","1,567.89","1,567.84","1,567.84","1,583.41","1,583.40","1,583.40","1,583.47","1,584.06","1,585.12","1,585.49","1,585.59","1,585.64","1,585.60","1,580.46","1,580.91","1,574.06","1,574.21","1,588.77","1,573.52","1,553.35","1,542.27","1,531.46","1,524.78","1,513.30","1,511.14","1,498.89","1,495.05","1,484.52","1,478.21"
"Depreciation, Depletion and Amortization",-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,885.54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,307.85","3,641.96","4,026.74","3,942.86","3,464.41","3,853.87","4,004.24","4,055.63","3,227.25","3,463.70","3,537.13","3,619.93","3,185.70","3,455.23","3,474.12","3,346.78","3,191.47","3,325.67","3,412.43","3,230.94","2,958.41","3,099.69","3,084.69","3,288.37","3,096.17","3,092.64","3,095.82","3,251.30","3,083.82","3,355.70","3,656.22","3,510.16","3,628.72","3,780.10","3,514.70","3,863.09","3,611.97","3,914.72","3,954.72","4,272.74","3,756.49"
